id,Exited
165034,0.02837663856125368
165035,0.7060603044927444
165036,0.026357123250793764
165037,0.2622248834008004
165038,0.34641226280635345
165039,0.08248345322121739
165040,0.03881608805374341
165041,0.11094273408677016
165042,0.737302032175327
165043,0.005371443848870863
165044,0.07096945062339194
165045,0.01275786817166997
165046,0.0061269481216704
165047,0.14656177645510343
165048,0.6314862573157287
165049,0.054024296037085036
165050,0.14324206584784657
165051,0.36826614819044856
165052,0.044419740658425515
165053,0.08747774890238255
165054,0.012973468124598058
165055,0.06893146020168897
165056,0.14989661350486624
165057,0.00667461684597334
165058,0.519985971950708
165059,0.19802304427662773
165060,0.988209462267912
165061,0.6248490464643132
165062,0.17358779641805414
165063,0.4500237293818876
165064,0.018209799518680517
165065,0.04586804867300635
165066,0.08107186879435638
165067,0.1293170922513745
165068,0.029078881360471848
165069,0.002653350385837777
165070,0.6968331762310962
165071,0.029572020978820588
165072,0.1160535582320478
165073,0.9262100539495673
165074,0.5569412073271581
165075,0.22360940366028229
165076,0.13266666178643405
165077,0.005027992077384989
165078,0.2461731532830041
165079,0.1508632711546888
165080,0.008180244427444265
165081,0.06776703326870126
165082,0.006832753080255926
165083,0.5402524295831814
165084,0.07312307939704678
165085,0.00470120148942907
165086,0.005033627196822466
165087,0.5182478327635598
165088,0.008243417460612839
165089,0.11379629346084953
165090,0.03654426343364476
165091,0.00907183770452376
165092,0.022762306144942616
165093,0.1195982562239217
165094,0.007965321033556051
165095,0.05141603793709264
165096,0.12694532701186642
165097,0.13662193554741706
165098,0.030760883348284997
165099,0.005406406334858136
165100,0.9183711818012689
165101,0.028283749823061026
165102,0.02630596074784126
165103,0.00841951685806559
165104,0.13100488594864923
165105,0.38797732297251003
165106,0.3558142602822332
165107,0.04788926128212471
165108,0.0035026209954629123
165109,0.16538413676586697
165110,0.08017946959512333
165111,0.04333007189438915
165112,0.07598113543034472
165113,0.026972541173776312
165114,0.009085758775506684
165115,0.019949360133896994
165116,0.5208754189230361
165117,0.03087363870933426
165118,0.4341852502738845
165119,0.10950257578903225
165120,0.024057399144465936
165121,0.2849807275649879
165122,0.19481524021639376
165123,0.054889553908786824
165124,0.16926144104488938
165125,0.02788776467742204
165126,0.02091722999333593
165127,0.019014741704833724
165128,0.01199681246010063
165129,0.013722610008229275
165130,0.9677590278864144
165131,0.02162852615491461
165132,0.09377388844054281
165133,0.07324945464657162
165134,0.00416688163623947
165135,0.04611465389333252
165136,0.011014507458038725
165137,0.4002103126732934
165138,0.7559422046115419
165139,0.6560061782517737
165140,0.056340768874217406
165141,0.016844229847693407
165142,0.0050564291539589926
165143,0.07028776444938134
165144,0.24460191842936632
165145,0.48158428885259674
165146,0.1698084210130085
165147,0.05447236801934766
165148,0.08913988774032111
165149,0.029427480193861343
165150,0.014327012429392114
165151,0.7502137522288327
165152,0.5594385395285618
165153,0.02059732329410466
165154,0.00424741154003524
165155,0.031738124738932075
165156,0.004677143071957509
165157,0.012760636062270406
165158,0.5053849482377136
165159,0.17805253861967454
165160,0.07007262701823652
165161,0.019837517805870283
165162,0.7473853616216715
165163,0.010441530124710694
165164,0.011391314715541207
165165,0.08188844591785992
165166,0.9567101369438478
165167,0.0581942976125085
165168,0.05575454706133013
165169,0.13078626771052834
165170,0.07329207565984953
165171,0.09292213597716978
165172,0.2998420845318921
165173,0.17799707770308076
165174,0.014973597565199582
165175,0.07577855844231433
165176,0.012362045916189475
165177,0.04411072934518225
165178,0.6010933766224983
165179,0.6433918578083484
165180,0.006289649726685357
165181,0.8334513553905801
165182,0.11719935782957161
165183,0.027449881278248434
165184,0.050676276672639235
165185,0.02118925979506615
165186,0.002050125501921076
165187,0.9932328173008438
165188,0.8079206312958502
165189,0.016506498568459895
165190,0.007007525869181708
165191,0.08339521276370057
165192,0.11636099731948711
165193,0.09826043780793992
165194,0.2769570274558246
165195,0.1348702862917867
165196,0.2788474273177269
165197,0.6430656605523676
165198,0.91677208959858
165199,0.08818280530907462
165200,0.31450808253039686
165201,0.6643604607098892
165202,0.7350016255862813
165203,0.6917525094007442
165204,0.661909797152741
165205,0.0242596733873353
165206,0.16532690123105304
165207,0.060717774277419846
165208,0.07952983925229377
165209,0.15288098330714806
165210,0.38174242861268465
165211,0.9695130304622833
165212,0.041483811539855434
165213,0.07603601608037301
165214,0.9253885647482255
165215,0.31377248262238017
165216,0.05230865976330016
165217,0.002186944226079045
165218,0.013172171036556667
165219,0.7970790737347382
165220,0.5150177579749533
165221,0.10362411214333245
165222,0.2192335500432223
165223,0.13817784661868623
165224,0.03366295613582976
165225,0.8727669427193036
165226,0.9381255925122627
165227,0.345216406762734
165228,0.17788722497949552
165229,0.3577574756148407
165230,0.8674909827559673
165231,0.022213879118887662
165232,0.0013930820311121553
165233,0.036185793122515984
165234,0.16239626381289057
165235,0.00787938193413396
165236,0.7650047144076497
165237,0.017898254513337503
165238,0.20320140026638261
165239,0.011318808523925224
165240,0.0037133694592300973
165241,0.0062396897305305515
165242,0.20390452557411057
165243,0.03690731220139587
165244,0.5247586580472633
165245,0.0032128139738166984
165246,0.03374689768316163
165247,0.02580039995367835
165248,0.02608947169596037
165249,0.2656757803669329
165250,0.005856183738462213
165251,0.009857702498109673
165252,0.29978071850485255
165253,0.1851570139318535
165254,0.00690789672284617
165255,0.12027642113757718
165256,0.19376212119102298
165257,0.03814089457508502
165258,0.860420519031007
165259,0.39980526238567454
165260,0.40538062948102355
165261,0.891717665531314
165262,0.41152885021441277
165263,0.003571926500925425
165264,0.020239285697012267
165265,0.012795855356862645
165266,0.004522859021718243
165267,0.47447403465577975
165268,0.19031062728138112
165269,0.7088566425185563
165270,0.28457307068244314
165271,0.009693072549918209
165272,0.9787550257509414
165273,0.06672462902695857
165274,0.03815643998631363
165275,0.19750350795944763
165276,0.12692060199390737
165277,0.45010654182027604
165278,0.9431558774541464
165279,0.12714290474012765
165280,0.010535363609437026
165281,0.006711749745409866
165282,0.15250460857816658
165283,0.0027910812998368493
165284,0.2665726625558117
165285,0.07447120043051483
165286,0.09825540095958037
165287,0.011333142362102453
165288,0.02698187373529669
165289,0.08980801667461843
165290,0.020945501689971818
165291,0.020823544015388475
165292,0.06087798243450613
165293,0.6835066517636276
165294,0.0018541568429024714
165295,0.17847559243167513
165296,0.06064320609913863
165297,0.021491612977948993
165298,0.015273832513514113
165299,0.042392524268222674
165300,0.5413376263211223
165301,0.0837064477328812
165302,0.36529425225882833
165303,0.07498571266498445
165304,0.01238681260835311
165305,0.00296761636725417
165306,0.026917059571301343
165307,0.06165736585807309
165308,0.02608996972294596
165309,0.3080746826287273
165310,0.11356455258807714
165311,0.04611103844708896
165312,0.8499558765675053
165313,0.012716134182320748
165314,0.023365050514096986
165315,0.03406003943673509
165316,0.16124016724197307
165317,0.006796091279769369
165318,0.6538945976583018
165319,0.35760950802804786
165320,0.04850382226231734
165321,0.08029927611390927
165322,0.03615958713171835
165323,0.0360458271473499
165324,0.11870515619148339
165325,0.25509080302518405
165326,0.3668121585110226
165327,0.16419450252220322
165328,0.07140470677574377
165329,0.017190505307923796
165330,0.03829150603811561
165331,0.061920814624672076
165332,0.6201506591639736
165333,0.02121621452529184
165334,0.006220115452910171
165335,0.010387923257170084
165336,0.16138645820632866
165337,0.16677086357562868
165338,0.2909062921104696
165339,0.18992591503997744
165340,0.09375979921930273
165341,0.03504032465043346
165342,0.02804371326394082
165343,0.0036645445155689504
165344,0.14212820769240497
165345,0.055206740760784724
165346,0.974390065711596
165347,0.36780275372095395
165348,0.06297930636276397
165349,0.04003694246181596
165350,0.007413476964620423
165351,0.12912373404677477
165352,0.0320631130634479
165353,0.021995113452939585
165354,0.14205206609505022
165355,0.08969052545390144
165356,0.010121990870074973
165357,0.031220995362598685
165358,0.044007837357207466
165359,0.04203555638615795
165360,0.7939422850211111
165361,0.08264476285756275
165362,0.21823733217438893
165363,0.134593164933424
165364,0.007608530591722029
165365,0.9209218952572389
165366,0.0022333210349421715
165367,0.08445890612136667
165368,0.23701176256814868
165369,0.7057168874888268
165370,0.17857911889670497
165371,0.00237104426256751
165372,0.06612873806449629
165373,0.00845189026048764
165374,0.7748873350890069
165375,0.04556802669805091
165376,0.010280879159331176
165377,0.009910291799329871
165378,0.17648591358118276
165379,0.048534788992003475
165380,0.07376108928467416
165381,0.10793144692239011
165382,0.007259172685844166
165383,0.0060550756897746975
165384,0.029036809919550554
165385,0.2625336394763847
165386,0.931134743026249
165387,0.009689646136869913
165388,0.21791387862652553
165389,0.1152760020800833
165390,0.6802033822021624
165391,0.005977888460087878
165392,0.04297328238086712
165393,0.05747461307939401
165394,0.03584191530327573
165395,0.0020710790438889883
165396,0.01376119919770723
165397,0.025283806554580145
165398,0.5737482258797691
165399,0.06311828832954626
165400,0.04881683258057222
165401,0.04566411999840974
165402,0.4831852667307544
165403,0.021695659930397064
165404,0.0842677880785303
165405,0.22344296131358088
165406,0.035971803433172814
165407,0.08441208141246433
165408,0.18423080827553026
165409,0.0016818819941466605
