id,Exited
165034,0.03408436
165035,0.7778949
165036,0.014809892
165037,0.27223232
165038,0.35313272
165039,0.052354913
165040,0.03929544
165041,0.06560845
165042,0.58190316
165043,0.010130975
165044,0.09951035
165045,0.031508487
165046,0.013603114
165047,0.15115653
165048,0.63721085
165049,0.051110964
165050,0.09069185
165051,0.27723396
165052,0.01866744
165053,0.052285496
165054,0.015127595
165055,0.09378684
165056,0.22025245
165057,0.00719295
165058,0.418392
165059,0.11424181
165060,0.9328821
165061,0.56207573
165062,0.17477879
165063,0.4322775
165064,0.02446097
165065,0.041965075
165066,0.14371848
165067,0.10394863
165068,0.023739902
165069,0.007839171
165070,0.6687302
165071,0.013571574
165072,0.080299504
165073,0.7613532
165074,0.5000184
165075,0.10112041
165076,0.12991911
165077,0.009204712
165078,0.28788558
165079,0.09039073
165080,0.006562017
165081,0.025058286
165082,0.006094367
165083,0.39606553
165084,0.02919376
165085,0.006354881
165086,0.022719461
165087,0.6926927
165088,0.03827709
165089,0.09940168
165090,0.058310576
165091,0.03246654
165092,0.024113696
165093,0.09949608
165094,0.017585605
165095,0.048162896
165096,0.3556664
165097,0.13964157
165098,0.017796937
165099,0.006926915
165100,0.9197528
165101,0.04766854
165102,0.057857577
165103,0.034090556
165104,0.12494361
165105,0.41581172
165106,0.2785995
165107,0.08486363
165108,0.03490244
165109,0.23203826
165110,0.064742506
165111,0.032340407
165112,0.059944108
165113,0.024170142
165114,0.011709171
165115,0.018131465
165116,0.35975343
165117,0.027806262
165118,0.40116256
165119,0.12664995
165120,0.09206036
165121,0.19894512
165122,0.13392445
165123,0.03412023
165124,0.1179477
165125,0.03020159
165126,0.026097333
165127,0.014982294
165128,0.019485416
165129,0.027933268
165130,0.94195026
165131,0.02384082
165132,0.2668672
165133,0.09027344
165134,0.010955134
165135,0.033147953
165136,0.009044843
165137,0.49196878
165138,0.6596303
165139,0.5568357
165140,0.10155062
165141,0.015935378
165142,0.007868208
165143,0.0728884
165144,0.15032692
165145,0.3623582
165146,0.17216745
165147,0.03129804
165148,0.1201151
165149,0.035490558
165150,0.01271796
165151,0.7383481
165152,0.40044665
165153,0.065932214
165154,0.010187279
165155,0.019634644
165156,0.006547622
165157,0.02798912
165158,0.3460878
165159,0.093470156
165160,0.03731522
165161,0.025089845
165162,0.75864613
165163,0.019973282
165164,0.018417822
165165,0.091601856
165166,0.8896672
165167,0.048060752
165168,0.019865612
165169,0.07637118
165170,0.07432849
165171,0.032921866
165172,0.5490424
165173,0.07848572
165174,0.021482833
165175,0.080700085
165176,0.019499272
165177,0.030325487
165178,0.43680266
165179,0.6446681
165180,0.026342165
165181,0.90958446
165182,0.10353
165183,0.019292735
165184,0.065966316
165185,0.026277743
165186,0.007008662
165187,0.9494818
165188,0.9044333
165189,0.019910427
165190,0.009035829
165191,0.10686016
165192,0.10036569
165193,0.10875085
165194,0.23371992
165195,0.09770214
165196,0.2958341
165197,0.68518436
165198,0.48167616
165199,0.06811757
165200,0.2760925
165201,0.6420899
165202,0.6027017
165203,0.73864555
165204,0.6424042
165205,0.011975624
165206,0.15405044
165207,0.07167079
165208,0.02203194
165209,0.15654023
165210,0.35173205
165211,0.95338666
165212,0.052390832
165213,0.021273313
165214,0.88206285
165215,0.29206738
165216,0.0297592
165217,0.005087765
165218,0.006804576
165219,0.8575755
165220,0.27332783
165221,0.05548953
165222,0.17813124
165223,0.07731459
165224,0.048117504
165225,0.8644469
165226,0.7951837
165227,0.20242827
165228,0.10728224
165229,0.5312059
165230,0.8735666
165231,0.015241784
165232,0.004648445
165233,0.028799681
165234,0.104676895
165235,0.009715278
165236,0.42475873
165237,0.009909688
165238,0.0810677
165239,0.023915851
165240,0.009966659
165241,0.005963165
165242,0.15386531
165243,0.0270909
165244,0.62548524
165245,0.007159479
165246,0.03500487
165247,0.016205182
165248,0.024809878
165249,0.30146274
165250,0.012511243
165251,0.012864178
165252,0.285519
165253,0.32104015
165254,0.010520496
165255,0.07982294
165256,0.14450027
165257,0.049751416
165258,0.64270896
165259,0.43728673
165260,0.40660414
165261,0.83401084
165262,0.5309197
165263,0.011004671
165264,0.031846248
165265,0.035338048
165266,0.010876812
165267,0.49698624
165268,0.120654345
165269,0.518568
165270,0.38644016
165271,0.024136279
165272,0.9473808
165273,0.051671803
165274,0.050984465
165275,0.14577195
165276,0.1077237
165277,0.28404078
165278,0.8701385
165279,0.15847579
165280,0.020444456
165281,0.0109527
165282,0.14972891
165283,0.010135434
165284,0.16687751
165285,0.09449373
165286,0.0842983
165287,0.026821332
165288,0.03752626
165289,0.046199348
165290,0.023652505
165291,0.013879362
165292,0.084578864
165293,0.5222031
165294,0.007411842
165295,0.14346859
165296,0.06197397
165297,0.03240287
165298,0.018398933
165299,0.034564108
165300,0.6249077
165301,0.07798379
165302,0.2758448
165303,0.043992754
165304,0.011663169
165305,0.015609411
165306,0.022035412
165307,0.12987235
165308,0.02235629
165309,0.09372514
165310,0.09616978
165311,0.098021805
165312,0.8311537
165313,0.011123041
165314,0.03114689
165315,0.18157235
165316,0.12179538
165317,0.006610531
165318,0.80343276
165319,0.13657887
165320,0.029178407
165321,0.08016406
165322,0.06324049
165323,0.037517287
165324,0.10636103
165325,0.20682438
165326,0.26444525
165327,0.13660948
165328,0.14154418
165329,0.02169124
165330,0.064521156
165331,0.046038356
165332,0.72355974
165333,0.030638548
165334,0.010195148
165335,0.017909007
165336,0.13947143
165337,0.23332584
165338,0.27469918
165339,0.13930045
165340,0.06597487
165341,0.031468533
165342,0.006861068
165343,0.01536058
165344,0.06288121
165345,0.053985834
165346,0.87256503
165347,0.1652821
165348,0.04911563
165349,0.06037423
165350,0.005020867
165351,0.10735958
165352,0.052250843
165353,0.020948231
165354,0.102462135
165355,0.20381992
165356,0.015440622
165357,0.07092803
165358,0.026962867
165359,0.021511689
165360,0.9213127
165361,0.07252068
165362,0.2676704
165363,0.14525004
165364,0.018698428
165365,0.7633618
165366,0.005077794
165367,0.15492359
165368,0.12721185
165369,0.7114548
165370,0.24783815
165371,0.00843673
165372,0.04843308
165373,0.02350706
165374,0.6599782
165375,0.04043945
165376,0.027624667
165377,0.009568389
165378,0.08339183
165379,0.02269177
165380,0.12163244
165381,0.04634361
165382,0.009469531
165383,0.039070725
165384,0.026221963
165385,0.19300416
165386,0.842579
165387,0.012013524
165388,0.37685993
165389,0.07721435
165390,0.5627342
165391,0.007435176
165392,0.034550484
165393,0.08336353
165394,0.0652908
165395,0.014927146
165396,0.014555626
165397,0.018626202
165398,0.38864836
165399,0.040500537
165400,0.043523066
165401,0.055756576
165402,0.3287921
165403,0.038331088
165404,0.09057399
165405,0.16388755
165406,0.05528245
165407,0.033889726
165408,0.24382724
165409,0.005408018
165410,0.016060133
165411,0.015592728
165412,0.02587802
165413,0.006071569
165414,0.030344969
165415,0.066900544
165416,0.7762993
165417,0.009482496
165418,0.008878729
165419,0.7368784
165420,0.021259062
165421,0.42561164
165422,0.021766998
165423,0.010507325
165424,0.018023748
165425,0.6650022
165426,0.061462358
165427,0.06972903
165428,0.25852025
165429,0.6097278
165430,0.027304217
165431,0.05237959
165432,0.34937888
165433,0.9323006
165434,0.83972454
165435,0.19648224
165436,0.200914
165437,0.003009202
165438,0.015314177
165439,0.11715578
165440,0.5924725
165441,0.5990803
165442,0.019412884
165443,0.02030947
165444,0.042317033
165445,0.17221683
165446,0.07906436
165447,0.008168436
165448,0.17740774
165449,0.003643568
165450,0.007011221
165451,0.015281523
165452,0.49475116
165453,0.03510908
165454,0.5270548
165455,0.09307532
165456,0.4670398
165457,0.66209054
165458,0.007668251
165459,0.05969195
165460,0.02013738
165461,0.029844686
165462,0.078169
165463,0.066389464
165464,0.057288848
165465,0.76880425
165466,0.009053549
165467,0.06198186
165468,0.09994873
165469,0.06638517
165470,0.06691637
165471,0.22099315
165472,0.007377896
165473,0.045467693
165474,0.26258656
165475,0.08090143
165476,0.21758322
165477,0.09046894
165478,0.21173513
165479,0.12819256
165480,0.020170847
165481,0.77365345
165482,0.008497765
165483,0.20437771
165484,0.033771522
165485,0.14968206
165486,0.08318032
165487,0.09928807
165488,0.022309305
165489,0.03864989
165490,0.029645322
165491,0.07884087
165492,0.15545774
165493,0.10232915
165494,0.029434143
165495,0.61423475
165496,0.035866544
165497,0.23789398
165498,0.098655544
165499,0.018689808
165500,0.010391628
165501,0.13992779
165502,0.004183416
165503,0.011206422
165504,0.88711125
165505,0.5877851
165506,0.014035832
165507,0.1280395
165508,0.072962195
165509,0.26236773
165510,0.24383308
165511,0.08174151
165512,0.043182746
165513,0.14124975
165514,0.2895392
165515,0.009631045
165516,0.092011705
165517,0.08542086
165518,0.005674677
165519,0.35782024
165520,0.13290948
165521,0.10537256
165522,0.030692857
165523,0.07249116
165524,0.13613579
165525,0.11127404
165526,0.7361689
165527,0.4643446
165528,0.014213109
165529,0.08551454
165530,0.18004872
165531,0.029197626
165532,0.3790396
165533,0.01239424
165534,0.23668247
165535,0.02032782
165536,0.025817985
165537,0.0406034
165538,0.11222284
165539,0.04399527
165540,0.017405046
165541,0.13340712
165542,0.017809493
165543,0.017051183
165544,0.015249753
165545,0.14116494
165546,0.047538027
165547,0.04495642
165548,0.04559839
165549,0.06358469
165550,0.11526385
165551,0.008132487
165552,0.113222376
165553,0.6378925
165554,0.015125428
165555,0.09927817
165556,0.21434921
165557,0.08975439
165558,0.017499888
165559,0.009058885
165560,0.21681875
165561,0.6361212
165562,0.43110925
165563,0.06474788
165564,0.37300998
165565,0.28381848
165566,0.033056702
165567,0.7096547
165568,0.08101865
165569,0.13661313
165570,0.021131666
165571,0.010265651
165572,0.3881149
165573,0.05326754
165574,0.035953213
165575,0.10506601
165576,0.005416696
165577,0.016264165
165578,0.8429955
165579,0.07022429
165580,0.013350355
165581,0.13364504
165582,0.83330226
165583,0.14898771
165584,0.020727497
165585,0.5777897
165586,0.25875062
165587,0.00834273
